trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.9, 'e': 0.1542219517938446}",25,14,7.725695620118273,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.9, 'e': 0.15267973227590617}",20,10,4.0875070116626775,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.9, 'e': 0.1511529349531471}",30,22,13.984526251756675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.9, 'e': 0.14964140560361563}",25,5,-6.633648389476301,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
190,False,"{'a': 0.9, 'e': 0.14814499154757946}",30,9,-15.189691928646946,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.9, 'e': 0.14666354163210368}",20,2,30.268805356600307,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.9, 'e': 0.14519690621578263}",20,14,-30.957481591767145,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.9, 'e': 0.1437449371536248}",20,8,8.934514820715119,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.9, 'e': 0.14230748778208857}",25,14,-34.634042276246895,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
195,False,"{'a': 0.9, 'e': 0.14088441290426768}",25,19,12.889915127746526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.9, 'e': 0.139475568775225}",30,15,-27.657420936159028,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.9, 'e': 0.13808081308747275}",30,13,34.148942606641036,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.9, 'e': 0.136700004956598}",20,4,16.961327215062397,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.9, 'e': 0.13533300490703204}",20,16,8.475993531970044,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.9, 'e': 0.13397967485796172}",20,14,10.489974243917914,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.9, 'e': 0.1326398781093821}",25,15,19.3214024958904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.9, 'e': 0.13131347932828827}",25,13,-21.152120390041294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 0.9, 'e': 0.1300003445350054}",20,8,24.586052767995344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.9, 'e': 0.12870034108965533}",20,12,13.566587427836664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.9, 'e': 0.1274133376787588}",25,16,-25.35980347638859,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
206,False,"{'a': 0.9, 'e': 0.12613920430197118}",30,18,24.787133635242682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.9, 'e': 0.12487781225895148}",20,5,30.359742075104652,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.9, 'e': 0.12362903413636196}",20,14,0.37848079950497926,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.9, 'e': 0.12239274379499834}",20,6,-21.929896082725804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.9, 'e': 0.12116881635704835}",30,16,29.072664102775576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.9, 'e': 0.11995712819347787}",20,6,9.496788894116051,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.9, 'e': 0.11875755691154309}",20,2,13.262445252611672,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.9, 'e': 0.11756998134242766}",30,22,13.711694364456834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.9, 'e': 0.11639428152900338}",20,12,17.18232570540322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.9, 'e': 0.11523033871371334}",20,7,21.188073041750844,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.9, 'e': 0.1140780353265762}",25,12,27.36890931225352,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.9, 'e': 0.11293725497331045}",25,15,6.262770977768998,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.9, 'e': 0.11180788242357734}",20,10,18.374423259728115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.9, 'e': 0.11068980359934157}",20,4,25.78708151922295,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.9, 'e': 0.10958290556334815}",25,10,20.823510487077233,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.10848707650771466}",25,17,15.27045781850746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.9, 'e': 0.10740220574263752}",25,16,17.25096554591089,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.9, 'e': 0.10632818368521114}",25,8,-11.360072285858227,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.9, 'e': 0.10526490184835903}",25,13,18.76673983454727,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.9, 'e': 0.10421225282987544}",20,11,17.085880854339067,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.9, 'e': 0.10317013030157669}",25,19,13.139314402846257,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.9, 'e': 0.10213842899856092}",30,16,29.257265879426487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.9, 'e': 0.10111704470857531}",20,0,33.09634764712454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.9, 'e': 0.10010587426148955}",20,1,-5.018239740038757,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.9, 'e': 0.09910481551887466}",25,7,-12.755583517803935,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.9, 'e': 0.0981137673636859}",30,0,47.32268003638766,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.9, 'e': 0.09713262969004904}",25,13,20.638321778236588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.9, 'e': 0.09616130339314856}",25,10,20.214463448439357,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.9, 'e': 0.09519969035921708}",25,17,17.63698693614816,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.9, 'e': 0.0942476934556249}",20,15,7.136651414429068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.9, 'e': 0.09330521652106866}",30,16,10.138799499673421,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.9, 'e': 0.09237216435585796}",25,12,23.564933745183385,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.9, 'e': 0.09144844271229938}",20,4,27.60131415476465,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.9, 'e': 0.0905339582851764}",20,10,20.787110687902196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.9, 'e': 0.08962861870232462}",20,3,-3.5021675934254892,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
241,False,"{'a': 0.9, 'e': 0.08873233251530138}",20,6,13.874379158201918,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.9, 'e': 0.08784500919014836}",35,25,14.908380173581405,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.9, 'e': 0.08696655909824688}",30,12,30.795501042316506,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.9, 'e': 0.0860968935072644}",20,14,12.751316525111092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.9, 'e': 0.08523592457219176}",20,11,18.631191031138258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.9, 'e': 0.08438356532646984}",20,12,16.607207842898784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.9, 'e': 0.08353972967320515}",20,8,22.638431420566054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.9, 'e': 0.0827043323764731}",25,16,18.59292022202657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.9, 'e': 0.08187728905270836}",20,4,29.978595207448542,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.9, 'e': 0.08105851616218128}",20,4,27.177184788719675,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.9, 'e': 0.08024793100055946}",25,0,42.91343460073106,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.9, 'e': 0.07944545169055386}",20,0,5.878247700962355,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.9, 'e': 0.07865099717364833}",35,21,22.032491167644604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.07786448720191184}",20,0,31.957933865098514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.9, 'e': 0.07708584232989273}",20,16,9.712308575729917,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.9, 'e': 0.0763149839065938}",25,13,22.425516804814055,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.9, 'e': 0.07555183406752786}",25,9,-14.915196864683185,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.9, 'e': 0.07479631572685258}",30,16,24.940013245598983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.9, 'e': 0.07404835256958406}",20,10,-0.7552990564941258,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.9, 'e': 0.07330786904388821}",25,16,16.7200256776187,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.9, 'e': 0.07257479035344933}",20,0,32.98099114960396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.9, 'e': 0.07184904244991483}",20,15,10.218742816886618,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.9, 'e': 0.07113055202541568}",30,18,20.994042199318088,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.9, 'e': 0.07041924650516153}",25,14,9.437620922283047,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.9, 'e': 0.06971505404010991}",30,23,11.903335044450703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.9, 'e': 0.06901790349970881}",25,11,26.808448510341485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.9, 'e': 0.06832772446471172}",20,13,12.416738159364368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.9, 'e': 0.0676444472200646}",20,12,1.6456721438060902,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.9, 'e': 0.06696800274786396}",25,11,26.808783804137313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.9, 'e': 0.06629832272038531}",25,14,22.797616787119978,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.9, 'e': 0.06563533949318147}",25,17,14.915823998726532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.9, 'e': 0.06497898609824965}",20,11,15.551976083928878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.9, 'e': 0.06432919623726716}",20,14,12.61850000041025,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.9, 'e': 0.06368590427489448}",20,12,3.5794804127322166,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.06304904523214554}",25,18,11.33649382853153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.9, 'e': 0.06241855477982408}",25,11,-7.67545054924394,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
277,False,"{'a': 0.9, 'e': 0.06179436923202584}",35,19,30.69745134493266,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.9, 'e': 0.06117642553970558}",20,12,15.49375828282906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.9, 'e': 0.06056466128430853}",20,7,15.34063039164024,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.05995901467146544}",20,13,15.859453131214245,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.9, 'e': 0.059359424524750785}",20,11,-3.9800467887816082,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.9, 'e': 0.05876583027950327}",20,4,28.82122010707698,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.9, 'e': 0.05817817197670824}",25,15,21.549187482660766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.9, 'e': 0.05759639025694116}",20,0,25.57185539238565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.9, 'e': 0.057020426354371746}",20,9,18.581684120910694,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.9, 'e': 0.05645022209082803}",25,16,15.992905891894281,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.9, 'e': 0.05588571986991975}",35,17,35.675080433006045,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.9, 'e': 0.05532686267122055}",20,11,4.2207320370295145,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.05477359404450834}",30,18,8.509889082868964,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.9, 'e': 0.05422585810406326}",30,16,13.651456157770529,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.9, 'e': 0.05368359952302263}",25,4,37.292875308459145,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.9, 'e': 0.0531467635277924}",30,22,19.20070096934657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.05261529589251448}",25,11,-15.893972948149692,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.9, 'e': 0.05208914293358933}",25,15,22.48092789706268,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.9, 'e': 0.05156825150425344}",20,12,16.88263369360326,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.9, 'e': 0.0510525689892109}",20,10,20.007151080457607,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.9, 'e': 0.050542043299318794}",20,2,28.39752242593742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.9, 'e': 0.050036622866325604}",20,13,10.552176223986752,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.04953625663766235}",30,16,22.629932982959716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.04904089407128572}",20,11,15.589238282274502,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.04855048513057287}",25,11,25.290883770428174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.04806498027926714}",25,2,21.03408708531215,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.9, 'e': 0.047584330476474465}",30,13,32.658993380562464,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.04710848717170972}",25,18,1.954889741563587,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.04663740229999262}",25,11,28.412559425114637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.9, 'e': 0.046171028276992696}",25,11,18.131837384683678,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9, 'e': 0.045709317994222766}",30,16,29.632907992732903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9, 'e': 0.04525222481428054}",25,16,13.979292606837605,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.04479970256613774}",25,11,21.951771680905335,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.044351705540476356}",20,13,11.47499570286191,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.9, 'e': 0.043908188485071595}",35,10,40.17405161464758,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.04346910660022087}",35,23,22.146493028086116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.04303441553421867}",20,15,9.050579613149662,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.04260407137887648}",30,12,32.320708802947735,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.9, 'e': 0.04217803066508771}",25,19,9.658250059544232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.04175625035843684}",20,6,25.763542010949916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.041338687854852466}",20,8,22.64276985889435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9, 'e': 0.040925300976303945}",20,14,10.55720306302436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.0405160479665409}",30,0,44.34963387763472,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.040110887486875496}",20,11,9.980670876136301,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.03970977861200674}",25,16,15.114261577943319,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.039312680825886674}",30,13,27.924823435780237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.9, 'e': 0.038919554017627804}",25,14,16.304636439316017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.03853035847745152}",25,13,21.6071403009129,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.03814505489267701}",25,15,-1.998234438054745,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.03776360434375024}",20,12,17.987224269678986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.03738596830031274}",30,19,-3.5310423187293036,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.03701210861730961}",25,14,23.834434711286566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.03664198753113651}",30,13,32.66854899956841,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.036275567655825146}",30,8,41.364269917436026,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.03591281197926689}",20,8,21.83798059527623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.035553683859474224}",25,15,17.822895911121304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.035198147020879485}",30,18,21.89564038133855,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.03484616555067069}",25,5,37.89839142874234,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.03449770389516398}",20,14,11.89315397041041,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.03415272685621234}",25,12,-26.373299546631664,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
337,False,"{'a': 0.9, 'e': 0.03381119958765022}",20,14,10.174198893892878,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.03347308759177372}",20,8,23.798064749838225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.03313835671585598}",20,9,22.612333141280274,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.9, 'e': 0.03280697314869742}",20,14,14.605829551062577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.03247890341721044}",25,16,14.024385356139668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.9, 'e': 0.03215411438303834}",25,17,15.63430433826275,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.031832573239207955}",30,21,13.99559823077856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.031514247506815876}",20,12,12.302173509987634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.031199105031747717}",25,14,10.07704169509589,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.9, 'e': 0.03088711398143024}",20,12,18.624949689069382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.9, 'e': 0.030578242841615935}",20,8,21.79421905895326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 0.030272460413199778}",25,10,15.955077615710254,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.02996973580906778}",35,15,11.493028183790484,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 0.029670038450977102}",20,10,20.877004783581576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 0.02937333806646733}",30,15,29.610099856895328,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.9, 'e': 0.029079604685802656}",25,20,11.870208728539176,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.02878880863894463}",20,9,17.395022982865363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.02850092055255518}",20,11,18.301399760974007,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.02821591134702963}",20,0,21.24802614957036,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 0.027933752233559334}",20,10,20.245044832092333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.027654414711223742}",20,3,34.873675579155105,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.027377870564111503}",25,14,20.64495263644686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.02710409185847039}",20,12,13.120496172624168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.026833050939885684}",25,17,6.7353779627676555,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 0.026564720430486827}",25,10,29.15264096865089,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.026299073226181958}",20,8,22.1710664705836,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.026036082493920136}",20,13,14.841894133703345,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 0.025775721668980935}",25,14,8.80906228643163,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 0.025517964452291125}",20,12,15.445966838517833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 0.025262784807768213}",30,17,17.32974425388928,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9, 'e': 0.025010156959690534}",20,9,18.221581778695267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.9, 'e': 0.024760055390093627}",20,7,26.037838506052942,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 0.02451245483619269}",30,12,38.563826966569984,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9, 'e': 0.024267330287830763}",25,16,14.604309556834222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
